travelCode,userCode,name,place,days,price,total,date,year,month,day
13726,135,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-06-04,2020,6,4
13731,135,Hotel K,Salvador (BH),1,263.41,263.41,2020-07-09,2020,7,9
13732,135,Hotel AU,Recife (PE),4,312.83,1251.32,2020-07-16,2020,7,16
13734,135,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-07-30,2020,7,30
13736,135,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-08-13,2020,8,13
13744,135,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-08,2020,10,8
13746,135,Hotel K,Salvador (BH),1,263.41,263.41,2020-10-22,2020,10,22
13748,135,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-11-05,2020,11,5
13751,135,Hotel BD,Natal (RN),1,242.88,242.88,2020-11-26,2020,11,26
13754,135,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-12-17,2020,12,17
13761,135,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-02-04,2021,2,4
13767,135,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-03-18,2021,3,18
13768,135,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-03-25,2021,3,25
13774,135,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-05-06,2021,5,6
13783,136,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-11-21,2019,11,21
13787,136,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-19,2019,12,19
13789,136,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-01-02,2020,1,2
13790,136,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-09,2020,1,9
13792,136,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-23,2020,1,23
13797,137,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-10-24,2019,10,24
13801,137,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-21,2019,11,21
13805,137,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-12-19,2019,12,19
13807,137,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-02,2020,1,2
13808,137,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-01-09,2020,1,9
13812,137,Hotel BD,Natal (RN),2,242.88,485.76,2020-02-06,2020,2,6
13814,137,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-20,2020,2,20
13815,137,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-02-27,2020,2,27
13819,137,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-03-26,2020,3,26
13820,137,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-02,2020,4,2
13821,137,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-04-09,2020,4,9
13827,137,Hotel K,Salvador (BH),4,263.41,1053.64,2020-05-21,2020,5,21
13828,137,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-28,2020,5,28
13829,137,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-04,2020,6,4
13832,137,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-06-25,2020,6,25
13833,137,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-02,2020,7,2
13837,137,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-07-30,2020,7,30
13838,137,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-08-06,2020,8,6
13843,137,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-09-10,2020,9,10
13844,137,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-09-17,2020,9,17
13847,137,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-10-08,2020,10,8
13850,137,Hotel AU,Recife (PE),3,312.83,938.49,2020-10-29,2020,10,29
13857,137,Hotel K,Salvador (BH),4,263.41,1053.64,2020-12-17,2020,12,17
13860,137,Hotel AU,Recife (PE),2,312.83,625.66,2021-01-07,2021,1,7
13863,137,Hotel BD,Natal (RN),1,242.88,242.88,2021-01-28,2021,1,28
13866,137,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-02-18,2021,2,18
13868,137,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-03-04,2021,3,4
13870,137,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-03-18,2021,3,18
13871,137,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-25,2021,3,25
13875,137,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-04-22,2021,4,22
13887,137,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-07-15,2021,7,15
13888,137,Hotel BD,Natal (RN),1,242.88,242.88,2021-07-22,2021,7,22
13894,137,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-02,2021,9,2
13895,137,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-09,2021,9,9
13897,137,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-23,2021,9,23
13904,137,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-11-11,2021,11,11
13906,137,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-11-25,2021,11,25
13907,138,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-09-26,2019,9,26
13908,138,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-10-03,2019,10,3
13910,138,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-17,2019,10,17
13912,138,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-31,2019,10,31
13919,138,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-19,2019,12,19
13920,138,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-12-26,2019,12,26
13926,138,Hotel K,Salvador (BH),3,263.41,790.23,2020-02-06,2020,2,6
13928,138,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-02-20,2020,2,20
13932,138,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-03-19,2020,3,19
13933,138,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-03-26,2020,3,26
13934,138,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-04-02,2020,4,2
13936,139,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-03,2019,10,3
13937,139,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-10-10,2019,10,10
13940,139,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-31,2019,10,31
13941,139,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-11-07,2019,11,7
13945,139,Hotel AU,Recife (PE),3,312.83,938.49,2019-12-05,2019,12,5
13946,139,Hotel K,Salvador (BH),4,263.41,1053.64,2019-12-12,2019,12,12
13952,139,Hotel AU,Recife (PE),1,312.83,312.83,2020-01-23,2020,1,23
13958,139,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-05,2020,3,5
13959,139,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-12,2020,3,12
13965,139,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-04-23,2020,4,23
13966,139,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-04-30,2020,4,30
13967,139,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-07,2020,5,7
13968,139,Hotel K,Salvador (BH),3,263.41,790.23,2020-05-14,2020,5,14
13969,139,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-21,2020,5,21
13970,139,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-05-28,2020,5,28
13971,139,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-06-04,2020,6,4
13978,139,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-07-23,2020,7,23
13984,139,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-09-03,2020,9,3
13985,139,Hotel AU,Recife (PE),4,312.83,1251.32,2020-09-10,2020,9,10
13991,139,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-10-22,2020,10,22
13993,139,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-11-05,2020,11,5
13997,139,Hotel K,Salvador (BH),4,263.41,1053.64,2020-12-03,2020,12,3
14001,139,Hotel AU,Recife (PE),1,312.83,312.83,2020-12-31,2020,12,31
14007,139,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-02-11,2021,2,11
14013,139,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-03-25,2021,3,25
14021,139,Hotel BD,Natal (RN),3,242.88,728.64,2021-05-20,2021,5,20
14024,139,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-06-10,2021,6,10
14029,139,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-07-15,2021,7,15
14034,139,Hotel BD,Natal (RN),2,242.88,485.76,2021-08-19,2021,8,19
14035,139,Hotel K,Salvador (BH),2,263.41,526.82,2021-08-26,2021,8,26
14037,139,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-09-09,2021,9,9
14052,140,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-12-12,2019,12,12
14066,140,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-19,2020,3,19
14071,140,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-04-23,2020,4,23
14074,140,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-05-14,2020,5,14
14075,140,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-05-21,2020,5,21
14076,140,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-28,2020,5,28
14078,140,Hotel AU,Recife (PE),4,312.83,1251.32,2020-06-11,2020,6,11
14079,140,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-06-18,2020,6,18
14080,140,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-06-25,2020,6,25
14082,140,Hotel BD,Natal (RN),2,242.88,485.76,2020-07-09,2020,7,9
14090,140,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-03,2020,9,3
14098,140,Hotel BD,Natal (RN),2,242.88,485.76,2020-10-29,2020,10,29
14112,140,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-02-04,2021,2,4
14113,140,Hotel BD,Natal (RN),4,242.88,971.52,2021-02-11,2021,2,11
14119,140,Hotel K,Salvador (BH),1,263.41,263.41,2021-03-25,2021,3,25
14122,140,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-04-15,2021,4,15
14123,140,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-04-22,2021,4,22
14129,140,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-03,2021,6,3
14130,140,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-10,2021,6,10
14134,140,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-07-08,2021,7,8
14137,140,Hotel BD,Natal (RN),4,242.88,971.52,2021-07-29,2021,7,29
14141,140,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-08-26,2021,8,26
14146,140,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-09-30,2021,9,30
14147,140,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-07,2021,10,7
14148,140,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-10-14,2021,10,14
14149,140,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-10-21,2021,10,21
14150,140,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-10-28,2021,10,28
14151,140,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-11-04,2021,11,4
14152,140,Hotel BD,Natal (RN),3,242.88,728.64,2021-11-11,2021,11,11
14153,140,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-11-18,2021,11,18
14156,140,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-12-09,2021,12,9
14157,140,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-12-16,2021,12,16
14161,140,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-01-13,2022,1,13
14163,140,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-01-27,2022,1,27
14169,140,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-03-10,2022,3,10
14174,140,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-04-14,2022,4,14
14178,141,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-10-10,2019,10,10
14181,141,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-31,2019,10,31
14182,141,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-07,2019,11,7
14187,141,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-12,2019,12,12
14188,141,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-19,2019,12,19
14189,141,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-26,2019,12,26
14190,141,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-01-02,2020,1,2
14197,141,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-02-20,2020,2,20
14201,141,Hotel AU,Recife (PE),3,312.83,938.49,2020-03-19,2020,3,19
14203,141,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-02,2020,4,2
14205,141,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-16,2020,4,16
14207,142,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-03,2019,10,3
14220,142,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-01-02,2020,1,2
14225,142,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-06,2020,2,6
14227,142,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-02-20,2020,2,20
14228,142,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-02-27,2020,2,27
14232,142,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-26,2020,3,26
14233,142,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-04-02,2020,4,2
14234,142,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-09,2020,4,9
14235,142,Hotel BD,Natal (RN),2,242.88,485.76,2020-04-16,2020,4,16
14239,142,Hotel K,Salvador (BH),3,263.41,790.23,2020-05-14,2020,5,14
14251,142,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-08-06,2020,8,6
14252,142,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-08-13,2020,8,13
14256,143,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-10-17,2019,10,17
14259,143,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-07,2019,11,7
14261,143,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-11-21,2019,11,21
14262,143,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-11-28,2019,11,28
14263,143,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-12-05,2019,12,5
14264,143,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-12,2019,12,12
14265,143,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-12-19,2019,12,19
14267,143,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-01-02,2020,1,2
14268,143,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-09,2020,1,9
14269,143,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-01-16,2020,1,16
14270,143,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-23,2020,1,23
14273,143,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-13,2020,2,13
14278,143,Hotel BD,Natal (RN),1,242.88,242.88,2020-03-19,2020,3,19
14280,143,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-04-02,2020,4,2
14282,143,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-16,2020,4,16
14300,144,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-11-14,2019,11,14
14302,144,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-11-28,2019,11,28
14306,144,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-26,2019,12,26
14308,144,Hotel K,Salvador (BH),3,263.41,790.23,2020-01-09,2020,1,9
14309,144,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-01-16,2020,1,16
14315,144,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-02-27,2020,2,27
14317,144,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-03-12,2020,3,12
14330,144,Hotel AU,Recife (PE),4,312.83,1251.32,2020-06-11,2020,6,11
14336,144,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-07-23,2020,7,23
14342,145,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-03,2019,10,3
14348,145,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-11-14,2019,11,14
14353,145,Hotel K,Salvador (BH),1,263.41,263.41,2019-12-19,2019,12,19
14358,145,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-23,2020,1,23
14362,145,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-02-20,2020,2,20
14371,145,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-04-23,2020,4,23
14378,145,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-06-11,2020,6,11
14382,145,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-07-09,2020,7,9
14386,145,Hotel AU,Recife (PE),3,312.83,938.49,2020-08-06,2020,8,6
14400,145,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-11-12,2020,11,12
14403,145,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-12-03,2020,12,3
14405,145,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-12-17,2020,12,17
14412,145,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-02-04,2021,2,4
14414,145,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-02-18,2021,2,18
14418,145,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-03-18,2021,3,18
14419,145,Hotel BD,Natal (RN),1,242.88,242.88,2021-03-25,2021,3,25
14422,145,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-04-15,2021,4,15
14424,145,Hotel AU,Recife (PE),3,312.83,938.49,2021-04-29,2021,4,29
14425,145,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-06,2021,5,6
14426,145,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-05-13,2021,5,13
14430,145,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-06-10,2021,6,10
14433,145,Hotel K,Salvador (BH),3,263.41,790.23,2021-07-01,2021,7,1
14434,145,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-08,2021,7,8
14443,145,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-09-09,2021,9,9
14444,145,Hotel BD,Natal (RN),1,242.88,242.88,2021-09-16,2021,9,16
14448,145,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-10-14,2021,10,14
14454,145,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-11-25,2021,11,25
14455,145,Hotel AU,Recife (PE),2,312.83,625.66,2021-12-02,2021,12,2
14456,145,Hotel AU,Recife (PE),3,312.83,938.49,2021-12-09,2021,12,9
14458,145,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-12-23,2021,12,23
14459,145,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-12-30,2021,12,30
14465,145,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-02-10,2022,2,10
14467,145,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-02-24,2022,2,24
14471,145,Hotel K,Salvador (BH),3,263.41,790.23,2022-03-24,2022,3,24
14472,145,Hotel BD,Natal (RN),4,242.88,971.52,2022-03-31,2022,3,31
14485,145,Hotel BD,Natal (RN),4,242.88,971.52,2022-06-30,2022,6,30
14488,145,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-07-21,2022,7,21
14494,145,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-09-01,2022,9,1
14496,145,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-09-15,2022,9,15
14500,145,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-13,2022,10,13
14502,145,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-10-27,2022,10,27
14505,145,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-11-17,2022,11,17
14513,145,Hotel BD,Natal (RN),3,242.88,728.64,2023-01-12,2023,1,12
14516,145,Hotel BD,Natal (RN),2,242.88,485.76,2023-02-02,2023,2,2
14520,145,Hotel K,Salvador (BH),1,263.41,263.41,2023-03-02,2023,3,2
14524,145,Hotel AU,Recife (PE),3,312.83,938.49,2023-03-30,2023,3,30
14530,145,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-05-11,2023,5,11
14533,146,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-09-26,2019,9,26
14547,146,Hotel BD,Natal (RN),2,242.88,485.76,2020-01-02,2020,1,2
14548,146,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-09,2020,1,9
14549,146,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-01-16,2020,1,16
14552,146,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-02-06,2020,2,6
14556,146,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-05,2020,3,5
14562,146,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-04-16,2020,4,16
14564,146,Hotel AU,Recife (PE),4,312.83,1251.32,2020-04-30,2020,4,30
14567,146,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-05-21,2020,5,21
14570,146,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-06-11,2020,6,11
14574,146,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-07-09,2020,7,9
14576,146,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-07-23,2020,7,23
14579,146,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-08-13,2020,8,13
14581,146,Hotel BD,Natal (RN),2,242.88,485.76,2020-08-27,2020,8,27
14584,146,Hotel K,Salvador (BH),1,263.41,263.41,2020-09-17,2020,9,17
14585,146,Hotel K,Salvador (BH),4,263.41,1053.64,2020-09-24,2020,9,24
14587,146,Hotel BD,Natal (RN),2,242.88,485.76,2020-10-08,2020,10,8
14589,146,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-10-22,2020,10,22
14595,146,Hotel K,Salvador (BH),3,263.41,790.23,2020-12-03,2020,12,3
14596,146,Hotel BD,Natal (RN),3,242.88,728.64,2020-12-10,2020,12,10
14599,146,Hotel AU,Recife (PE),2,312.83,625.66,2020-12-31,2020,12,31
14602,146,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-01-21,2021,1,21
14604,146,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-02-04,2021,2,4
14609,146,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-11,2021,3,11
14611,146,Hotel K,Salvador (BH),2,263.41,526.82,2021-03-25,2021,3,25
14615,146,Hotel BD,Natal (RN),1,242.88,242.88,2021-04-22,2021,4,22
14617,146,Hotel BD,Natal (RN),3,242.88,728.64,2021-05-06,2021,5,6
14630,146,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-08-05,2021,8,5
14631,146,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-08-12,2021,8,12
14634,146,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-02,2021,9,2
14637,146,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-09-23,2021,9,23
14638,146,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-09-30,2021,9,30
14639,146,Hotel K,Salvador (BH),4,263.41,1053.64,2021-10-07,2021,10,7
14641,146,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-10-21,2021,10,21
14647,146,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-12-02,2021,12,2
14648,146,Hotel BD,Natal (RN),2,242.88,485.76,2021-12-09,2021,12,9
14650,146,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-12-23,2021,12,23
14652,146,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-01-06,2022,1,6
14661,146,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-03-10,2022,3,10
14662,146,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-03-17,2022,3,17
14663,146,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-03-24,2022,3,24
14667,146,Hotel AU,Recife (PE),1,312.83,312.83,2022-04-21,2022,4,21
14668,146,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-04-28,2022,4,28
14672,146,Hotel AU,Recife (PE),4,312.83,1251.32,2022-05-26,2022,5,26
14675,146,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-06-16,2022,6,16
14676,146,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-06-23,2022,6,23
14683,146,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-08-11,2022,8,11
14684,146,Hotel AU,Recife (PE),1,312.83,312.83,2022-08-18,2022,8,18
14688,146,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-09-15,2022,9,15
14694,146,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-10-27,2022,10,27
14696,146,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-11-10,2022,11,10
14699,146,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-12-01,2022,12,1
14711,146,Hotel K,Salvador (BH),1,263.41,263.41,2023-02-23,2023,2,23
14717,146,Hotel K,Salvador (BH),4,263.41,1053.64,2023-04-06,2023,4,6
14718,146,Hotel A,Florianopolis (SC),3,313.02,939.06,2023-04-13,2023,4,13
14721,146,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2023-05-04,2023,5,4
14722,146,Hotel Z,Aracaju (SE),4,208.04,832.16,2023-05-11,2023,5,11
14724,147,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-03,2019,10,3
14728,147,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-31,2019,10,31
14729,147,Hotel K,Salvador (BH),1,263.41,263.41,2019-11-07,2019,11,7
14736,147,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-12-26,2019,12,26
14737,147,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-01-02,2020,1,2
14740,147,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-01-23,2020,1,23
14745,147,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-02-27,2020,2,27
14746,147,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-05,2020,3,5
14748,147,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-19,2020,3,19
14766,148,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-01-23,2020,1,23
14767,148,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-01-30,2020,1,30
14769,148,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-02-13,2020,2,13
14772,148,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-03-05,2020,3,5
14780,148,Hotel BD,Natal (RN),3,242.88,728.64,2020-04-30,2020,4,30
14800,148,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-17,2020,9,17
14801,148,Hotel BD,Natal (RN),2,242.88,485.76,2020-09-24,2020,9,24
14803,148,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-10-08,2020,10,8
14806,148,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-29,2020,10,29
14807,148,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-11-05,2020,11,5
14808,148,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-11-12,2020,11,12
14811,148,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-12-03,2020,12,3
14813,148,Hotel K,Salvador (BH),4,263.41,1053.64,2020-12-17,2020,12,17
